name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
春一番,ゴールデン☆アイドル キャンディーズ,キャンディーズ,2015-04-04,202186,0,11,0,0.575,0.204,0.898,0,0.206,-5.341,0.0941,169.358,4,0.814,spring
ルージュの伝言,YUMING BRAND,Yumi Arai,1976-06-20,182800,26,3,1,0.493,0.501,0.719,0.369,0.411,-8.878,0.0411,153.295,4,0.841,spring
3月9日,3月9日,Ryota Fujimaki,2017-03-01,266000,43,5,1,0.487,0.335,0.422,0.000887,0.174,-7.729,0.027,77.969,4,0.433,spring
ハルウタ,I,Ikimonogakari,2013-07-24,293040,0,7,1,0.595,0.0428,0.898,0,0.107,-2.641,0.0721,144.993,4,0.66,spring
花は咲く,さよならの向う側,Hideaki Tokunaga,2014-09-24,279880,38,9,1,0.524,0.859,0.271,0,0.149,-6.539,0.0285,165.633,4,0.441,spring
浪漫飛行,KOMEGUNY,Kome Kome Club,1987,246840,0,11,1,0.708,0.117,0.649,0.00515,0.145,-11.854,0.0312,137.213,4,0.969,spring
CHE.R.RY,ORANGE GARDEN POP,YUI,2012,214706,48,5,1,0.651,0.322,0.901,0.000771,0.215,-3.281,0.0293,109.14,4,0.627,spring
春になったら,春になったら,miwa,2011-02-23,297160,0,8,1,0.573,0.0489,0.921,0.0000294,0.123,-3.047,0.057,121.993,4,0.604,spring
土曜日のわたしたちは,土曜日のわたしたちは,LiSA,2022-10-01,248240,52,8,1,0.701,0.00668,0.936,0.000524,0.319,-2.797,0.0606,106.024,4,0.905,spring
おもかげ (produced by Vaundy),おもかげ (produced by Vaundy),milet,2021-12-17,188060,67,8,1,0.488,0.0258,0.638,0.0000224,0.12,-4.502,0.058,207.906,4,0.713,spring
シャッター,壱,Yuuri,2022-01-12,248946,71,5,1,0.606,0.512,0.579,0,0.381,-5.582,0.033,149.988,4,0.661,spring
永遠,永遠,Mr.Children,2022-03-24,372309,53,1,1,0.373,0.0962,0.53,0,0.0824,-6.537,0.0313,159.693,4,0.29,spring
心音,心音,Omoinotake,2022-04-13,241989,46,8,1,0.615,0.105,0.634,0,0.173,-5.286,0.053,90.972,4,0.584,spring
道標,道標,福原 遥,2022-04-13,289205,29,9,1,0.632,0.244,0.616,0,0.146,-6.378,0.0343,98.023,4,0.747,spring
春風,Familia,sumika,2017,193533,0,3,1,0.56,0.169,0.934,0,0.105,-1.577,0.0634,98.532,4,0.679,spring
3月9日,3月9日,Little Glee Monster,2022-02-23,276760,37,0,1,0.522,0.517,0.389,0,0.12,-6.217,0.0295,143.934,4,0.268,spring
ちはる - From THE FIRST TAKE,ちはる - From THE FIRST TAKE,キタニタツヤ,2022-03-09,254466,38,10,1,0.537,0.46,0.509,0,0.381,-7.317,0.145,171.931,4,0.413,spring
トマソン,ハッピーエンドへの期待は,Macaroni Empitsu,2022-01-12,260965,36,1,1,0.681,0.026,0.792,0.00000121,0.143,-6.052,0.0397,122.985,4,0.701,spring
青春フォトグラフ(GRADATI∞N Ver.),GRADATI∞N,Little Glee Monster,2021-01-20,241120,22,10,1,0.521,0.471,0.82,0,0.299,-3.838,0.0696,201.914,4,0.695,spring
春の歌,スーベニア,SPITZ,2005-07-01,281600,47,9,1,0.525,0.00731,0.838,0.0671,0.0561,-4.506,0.0397,115.873,4,0.644,spring
世界の秘密,世界の秘密,Vaundy,2020-12-27,221250,0,6,0,0.683,0.142,0.53,0,0.0978,-6.749,0.0614,159.969,4,0.823,spring
君は天然色 (Single Version),Singles & more,大滝詠一,2021-03-21,284626,29,9,1,0.485,0.25,0.841,0,0.184,-6.246,0.0314,138.268,4,0.74,spring
スマイル,スマイル,森七菜,2020-07-19,176800,51,1,0,0.784,0.15,0.743,0,0.295,-4.842,0.0303,123.986,4,0.886,spring
メランコリニスタ,Wave,YUKI,2006-09-06,264320,18,10,0,0.761,0.248,0.837,0.0155,0.352,-4.489,0.0431,114.857,4,0.657,spring
桜晴,桜晴,Yuuri,2021-02-19,236000,49,11,1,0.612,0.914,0.334,0,0.111,-6.22,0.0297,79.933,4,0.569,spring
さくらのうた,KANA-BOON THE BEST,KANA-BOON,2020-03-04,279533,24,4,1,0.467,0.000243,0.888,0.00000904,0.138,-2.907,0.0459,95.016,4,0.285,spring
ドライフラワー,ドライフラワー,Yuuri,2020-10-25,285586,68,7,1,0.463,0.426,0.624,0,0.221,-5.118,0.0274,147.929,4,0.521,spring
風吹けば恋,チャットモンチー BEST~2005-2011~,Chatmonchy,2005,225533,0,10,1,0.583,0.00683,0.925,0.00287,0.167,-1.314,0.047,148.973,4,0.647,spring
明日も,SHISHAMO 4,SHISHAMO,2017-02-22,369320,58,1,1,0.415,0.0142,0.857,0,0.0772,-1.696,0.048,178.919,4,0.663,spring
春雷,BOOTLEG,Kenshi Yonezu,2017-11-01,288893,0,5,0,0.693,0.203,0.881,0,0.0553,-3.176,0.0383,124.006,4,0.881,spring
YELL,FAMIEN'17 e.p.,Shiritsu Ebisu Chugaku,2017-08-26,313560,0,0,1,0.451,0.0158,0.984,0.0000371,0.316,-3.316,0.167,189.921,4,0.386,spring
センス・オブ・ワンダー,AMUSIC,sumika,2021-03-03,252666,49,10,0,0.708,0.0491,0.863,0,0.0837,-4.679,0.0276,111.971,4,0.902,spring
できっこないを やらなくちゃ,サンボマスター 究極ベスト,Sambomaster,2006,217920,0,9,1,0.409,0.0000758,0.978,0,0.117,-2.63,0.0683,139.883,4,0.549,spring
キュン,ひなたざか (Complete Edition),Hinatazaka46,2020-09-23,300586,47,4,1,0.608,0.659,0.959,0,0.336,-1.358,0.0828,128.91,4,0.602,spring
桜雨,YOUR STORY,JUJU,2020-04-08,268906,0,5,1,0.566,0.54,0.77,0,0.0797,-4.688,0.05,180.062,4,0.657,spring
クローバー,LOVE,Masaki Suda,2019-07-10,287986,41,6,1,0.66,0.23,0.757,0,0.0791,-3.696,0.0257,107.023,4,0.559,spring
光るなら,Milk,Goose house,2015-02-25,252133,0,6,0,0.491,0.391,0.879,0,0.342,-2.722,0.0652,160.092,4,0.571,spring
Lovin' Life,ファンキーモンキーヘ?イヒ?ース?2,FUNKY MONKEY BABYS,2007-12-12,292293,42,0,1,0.675,0.297,0.866,0,0.303,-2.937,0.0355,95.965,4,0.778,spring
SAKURA,BEST -A.RI.GA.TO-,Monkey Majik,2015-10-21,264373,25,8,0,0.538,0.0405,0.861,0,0.162,-4.683,0.0475,173.993,4,0.774,spring
青春と一瞬,青春と一瞬,Macaroni Empitsu,2019-03-06,278536,51,1,1,0.486,0.275,0.673,0,0.305,-3.688,0.0347,175.885,4,0.522,spring
青い春,27,SUPER BEAVER,2016-06-01,224706,49,9,1,0.393,0.00146,0.905,0.00000462,0.272,-2.352,0.0443,100.066,3,0.558,spring
YELL,ハジマリノウタ,Ikimonogakari,2009-12-23,356106,0,5,1,0.578,0.582,0.59,0,0.0972,-4.119,0.0294,149.915,4,0.304,spring
サクラエール,Yeah!Yeah!,Kana Adachi,2018-10-17,224653,0,4,1,0.522,0.0842,0.718,0,0.112,-4.914,0.0382,170.136,4,0.557,spring
贈る言葉 (single version),FLOW THE BEST ~Single Collection~,FLOW,2006-12-20,192000,0,0,1,0.371,0.132,0.899,0,0.126,-3.787,0.114,179.982,4,0.571,spring
ファイト!,Colorful Monster,Little Glee Monster,2016-01-06,468480,0,7,1,0.627,0.173,0.534,0.00000324,0.268,-6.415,0.0344,123.862,3,0.145,spring
旅立ちの唄,旅立ちの唄,Mr.Children,2007-10-31,334773,0,3,1,0.5,0.282,0.536,0,0.122,-5.911,0.0261,97.015,4,0.296,spring
歩み,歩み,GReeeeN,2009-01-28,251960,38,0,1,0.566,0.215,0.81,0,0.127,-5.99,0.0534,179.948,4,0.731,spring
桜,Journey,Shota Shimizu,2010-03-03,228840,0,2,1,0.625,0.879,0.172,0,0.109,-11.887,0.0347,82.033,4,0.267,spring
猫 ~THE FIRST TAKE ver.~,猫 ~THE FIRST TAKE ver.~,DISH//,2020-04-29,273233,0,8,1,0.641,0.564,0.576,0,0.114,-6.772,0.139,77.005,4,0.622,spring
卒業,回帰線,Yutaka Ozaki,1985-03-21,401306,0,9,1,0.424,0.0133,0.598,0,0.321,-10.622,0.0309,120.447,3,0.393,spring
桜,STARS FROM DECADE?輝ける星たち?,Kyogo Kawaguchi,2003-12-10,277893,43,1,1,0.521,0.764,0.243,0.00000966,0.126,-10.323,0.0269,135.773,4,0.319,spring
桜,ファンキーモンキーヘ?イヒ?ース?3,FUNKY MONKEY BABYS,2009-03-04,320360,44,11,1,0.65,0.291,0.734,0,0.153,-3.746,0.0302,81.993,4,0.726,spring
南風,ether [エーテル],Remioromen,2005-03-09,246266,41,4,1,0.533,0.000742,0.885,0.00000276,0.132,-5.816,0.0327,128.04,4,0.502,spring
Sakura,レミオベスト,Remioromen,2009-03-09,299000,36,7,1,0.571,0.0151,0.903,0,0.287,-5.625,0.0455,112.984,4,0.394,spring
桜の時,桜の木の下,aiko,2000-03-01,265640,45,9,1,0.635,0.0969,0.718,0,0.161,-5.668,0.0291,131.959,4,0.712,spring
SAKURA,桜咲く街物語,Ikimonogakari,2007-03-07,353640,45,5,0,0.45,0.185,0.493,0,0.375,-5.225,0.0298,150.122,4,0.419,spring
サクラ咲ケ,One,ARASHI,2005-08-03,262144,47,0,0,0.429,0.0052,0.924,0.000328,0.132,-3.801,0.0431,167.342,4,0.518,spring
イエスタテ?イ~once more~,Good Time~笑った君か?僕のすへ?て~,Sacra,2014-03-12,308760,13,0,1,0.504,0.465,0.501,0,0.087,-5.828,0.0287,77.901,4,0.427,spring
桜色舞うころ,桜色舞うころ,Mika Nakashima,2005,296613,28,3,1,0.348,0.852,0.375,0,0.215,-5.215,0.0276,79.767,4,0.28,spring
桜color,桜color,GReeeeN,2013-01-01,235680,32,6,1,0.607,0.695,0.594,0.00000166,0.307,-5.174,0.0312,116.789,4,0.478,spring
明日、春が来たら,空の鏡,Takako Matsu,1997,261440,48,11,0,0.64,0.164,0.783,0.00000127,0.125,-7.507,0.0269,109.608,4,0.332,spring
彩~Aja~,彩~Aja~,サザンオールスターズ,2004-04-14,315233,40,7,1,0.674,0.565,0.673,0.000965,0.0632,-7.178,0.0275,118.174,4,0.449,spring
桜坂,こううたう,Ko Shibasaki,2015-06-17,274333,31,1,1,0.72,0.855,0.364,0,0.125,-9.065,0.0286,99.981,4,0.628,spring
桜坂,癒しのチェロ ?桜ソング・ベスト,林はるか,2017-02-01,287760,2,7,1,0.26,0.988,0.171,0.861,0.159,-17.561,0.0361,107.417,4,0.229,spring
旅立ちの日に・・・,川嶋あい 15th Anniversary BEST -A-,Ai Kawashima,2003,349910,47,2,1,0.574,0.527,0.371,0,0.108,-8.08,0.0291,143.939,4,0.412,spring
手紙 ?拝啓 十五の君へ?,ANSWER,Angela Aki,2009-02-25,315040,54,8,1,0.642,0.832,0.411,0,0.199,-7.403,0.0287,126.02,4,0.366,spring
10年桜,10年桜,AKB48,2009-03-04,256933,36,8,1,0.425,0.0196,0.942,0.0000125,0.0403,-5.748,0.0663,173.398,4,0.72,spring
旅立ちの日に,ヒ?リーフ?+ 歌い継か?れる卒業合唱 (合唱定番編),Various Artists,2019-01-09,265640,34,10,1,0.297,0.993,0.21,0.00224,0.114,-15.013,0.0306,89.786,4,0.21,spring
瞳を閉じて,MISSLIM,Yumi Arai,1974-10-05,190066,48,5,1,0.468,0.623,0.511,0.0413,0.155,-8.39,0.0232,143.652,4,0.379,spring
何度でも,何度でも,DREAMS COME TRUE,2005-01-01,222760,62,4,1,0.551,0.213,0.768,0,0.253,-5.147,0.0386,100.037,4,0.35,spring
愛を止めないで,自己ベスト,Kazumasa Oda,2002,266920,31,7,1,0.646,0.0201,0.777,0.00157,0.125,-6.397,0.0351,124.057,4,0.643,spring
負けないで,負けないで,ZARD,1993-01-27,225633,49,7,1,0.616,0.38,0.894,0,0.103,-3.107,0.0393,125.932,3,0.375,spring
あの紙ヒコーキ くもり空わって,音楽,19,1999-07-23,262202,52,0,1,0.375,0.08,0.81,0.00113,0.134,-4.899,0.034,172.469,4,0.566,spring
ハナミズキ,ハナミズキ,Yo Hitoto,2004-02-11,323493,51,4,1,0.399,0.884,0.396,0.00000509,0.169,-6.44,0.0277,141.309,4,0.307,spring
"Hello,Again~昔からある場所~",evergreen,My Little Lover,1995-12-05,310120,58,1,0,0.546,0.0101,0.621,0.000766,0.0974,-8.48,0.0241,99.028,4,0.488,spring
栄光の架橋,ゆずイロハ1997-2017,YUZU,2017-04-26,323000,53,4,1,0.557,0.789,0.383,0,0.107,-6.547,0.0274,81.993,4,0.199,spring
散歩道,The Great Escape -COMPLETE BEST-,JUDY AND MARY,1995,303840,49,2,1,0.52,0.158,0.914,0.00000277,0.359,-4.171,0.0428,103.571,4,0.703,spring
翼をください,山本潤子 ゴールデン☆ベスト EMI Years,Junko Yamamoto,2012-07-27,335146,20,9,1,0.485,0.573,0.401,0.00000299,0.127,-7.872,0.0273,128.287,4,0.0852,spring
終わりなき旅,終わりなき旅,Mr.Children,1998-10-21,425093,41,4,1,0.394,0.0014,0.573,0,0.0634,-7.378,0.0287,147.788,4,0.156,spring
YELL,ハジマリノウタ,Ikimonogakari,2009-12-23,356106,50,5,1,0.578,0.582,0.59,0,0.0972,-4.119,0.0294,149.915,4,0.304,spring
旅立ちの唄,旅立ちの唄,Mr.Children,2007-10-31,334773,26,3,1,0.5,0.278,0.537,0,0.122,-5.911,0.0261,97.017,4,0.305,spring
はなびら,はなびら,back number,2011-04-06,278586,31,2,1,0.54,0.00463,0.813,0,0.126,-2.252,0.0398,105.932,4,0.44,spring
春,トンネルを抜けたら,Hitsujibungaku,2017-10-04,307000,23,4,1,0.32,0.0861,0.842,0.00000273,0.108,-4.261,0.0685,144.55,4,0.394,spring
yume,ENTERTAINMENT,SEKAI NO OWARI,2012-07-18,194786,43,0,1,0.49,0.00392,0.967,0.00000186,0.406,-3.271,0.0516,167.002,4,0.879,spring
春の中に,FACE,the shes gone,2020-10-28,326821,28,6,1,0.5,0.054,0.903,0.00000183,0.216,-3.623,0.0355,130.999,4,0.68,spring
はなればなれ,弾けた恋、解けた魔法,Ibe CALLER,2018-08-01,193040,33,0,1,0.587,0.0834,0.886,0,0.0941,-2.407,0.0428,135.008,4,0.856,spring
サーカスナイト,リトルメロディ,Tavito Nanao,2012-08-08,379066,45,6,1,0.864,0.838,0.446,0.00319,0.0907,-9.535,0.0493,73.996,4,0.699,spring
YOKOHAMA blues,Lip,SEKAI NO OWARI,2019-02-27,292514,44,6,0,0.736,0.188,0.8,0.0000034,0.282,-5.493,0.0425,95.055,4,0.791,spring
花鳥風月,INORI,SEKAI NO OWARI,2011-08-17,277060,31,7,1,0.614,0.0458,0.765,0.0000208,0.109,-5.846,0.0267,104.996,4,0.497,spring
I'll be there for you,Dream,HIRAIDAI,2013-07-24,196000,22,11,1,0.663,0.00503,0.757,0,0.988,-4.97,0.0368,102.02,4,0.957,spring
コインランドリー,コインランドリー,Kyanai,2021-10-27,249045,56,10,1,0.679,0.368,0.75,0,0.08,-4.386,0.029,119.032,4,0.769,spring
バニラ,バニラ,Kyanai,2022-03-09,251050,72,10,1,0.641,0.028,0.698,0,0.13,-3.934,0.0307,113.041,4,0.521,spring
イヌ,イヌ,Kyanai,2021-09-15,198275,52,7,1,0.626,0.318,0.676,0,0.266,-4.924,0.0233,97.981,4,0.611,spring
夕暮れ,夕暮れ,Kyanai,2022-01-26,248063,46,8,0,0.479,0.035,0.756,0,0.0966,-3.622,0.0372,93.01,4,0.483,spring
結,結,Saucy Dog,2020-03-13,265043,59,11,1,0.574,0.249,0.725,0,0.152,-5.618,0.0345,77.015,4,0.525,spring
Soup,Soup,Sakura Fujiwara,2016-06-08,250066,33,10,1,0.558,0.236,0.754,0.00119,0.126,-4.024,0.0343,168.241,4,0.653,spring
春夏秋冬,リサイタル,Hilcrhyme,2010-01-13,297640,54,7,1,0.501,0.66,0.783,0,0.206,-4.607,0.0684,139.887,4,0.458,spring
ロマンチシズム,ロマンチシズム,Mrs. GREEN APPLE,2019-03-15,213746,52,10,1,0.606,0.00505,0.881,0,0.0412,-3.141,0.0647,125.479,4,0.886,spring
魔法の絨毯,I believe in you,Takaya Kawasaki,2018-03-14,208896,71,10,0,0.622,0.776,0.309,0,0.122,-6.291,0.0481,73.897,4,0.571,spring
おかえり,Memories,Tani Yuuki,2021-12-08,225828,63,5,1,0.337,0.591,0.775,0,0.0687,-4.134,0.0609,167.988,3,0.862,spring
Myra,Memories,Tani Yuuki,2021-12-08,254084,56,0,1,0.69,0.687,0.446,0.000013,0.164,-8.196,0.0306,144.004,4,0.595,spring
W / X / Y,W / X / Y,Tani Yuuki,2021-05-26,279100,68,2,1,0.478,0.155,0.777,0,0.327,-4.48,0.0753,103.832,3,0.671,spring
星屑ビーナス,星屑ビーナス,Aimer,2012-05-11,251887,33,5,1,0.501,0.386,0.66,0,0.266,-4.351,0.0298,145.817,4,0.443,spring
花びら,花びら,マルシィ,2021-12-01,264106,41,4,1,0.5,0.272,0.65,0,0.0804,-4.712,0.0296,82.015,4,0.231,spring
雫,雫,マルシィ,2020-11-09,226986,49,3,1,0.617,0.212,0.83,0,0.315,-4.12,0.0322,110.034,4,0.494,spring
このままで,to LOVE,Kana Nishino,2010-06-23,257293,55,9,1,0.529,0.715,0.567,0,0.093,-4.431,0.03,149.986,4,0.235,spring
オードトワレ,オードトワレ,マルシィ,2021-04-26,259183,41,9,0,0.558,0.0448,0.751,0,0.0873,-4.823,0.028,115.025,4,0.53,spring
踊り子,踊り子,Vaundy,2021-11-17,230109,73,7,1,0.718,0.845,0.475,0.801,0.105,-11.469,0.0611,157.032,4,0.678,spring
なんでもないよ、,なんでもないよ、,Macaroni Empitsu,2021-11-03,218751,66,4,1,0.597,0.278,0.525,0,0.0692,-6.039,0.0519,171.561,4,0.589,spring
クロノスタシス,フェイクワールドワンダーランド,Kinokoteikoku,2014-10-29,227813,54,1,1,0.463,0.0278,0.755,0.00763,0.129,-5.836,0.0281,83.873,4,0.696,spring
キンモクセイ,イラつくときはいつだって,オレンジスパイニクラブ,2020-01-22,231933,59,5,1,0.544,0.092,0.761,0,0.18,-3.936,0.0362,105.035,4,0.322,spring
ガマズミ,ガマズミ,オレンジスパイニクラブ,2021-09-01,295358,25,5,1,0.645,0.601,0.759,0,0.259,-4.144,0.0282,112.962,4,0.497,spring
ピリオド,Huwie Best,Huwie Ishizaki,2018-03-28,313000,36,3,1,0.399,0.288,0.757,0,0.166,-5.311,0.0517,178.105,4,0.452,spring
さよならエレジー,さよならエレジー,Huwie Ishizaki,2018-12-19,259517,33,3,1,0.405,0.00221,0.971,0,0.304,-1.926,0.167,155.014,4,0.57,spring
ピノとアメリ,アタラズモトオカラズ,Huwie Ishizaki,2016-12-07,271000,43,2,0,0.516,0.0586,0.633,0.0000135,0.208,-5.321,0.0242,80.025,4,0.24,spring
アヤメ,アヤメ,Huwie Ishizaki,2021-05-07,297146,32,0,1,0.586,0.655,0.603,0,0.0803,-4.609,0.0318,147.836,4,0.415,spring
夏音,夏音,Yuuri,2021-09-19,237880,53,11,1,0.466,0.153,0.584,0,0.224,-4.942,0.0323,169.923,4,0.663,spring
napori,strobo,Vaundy,2020-05-27,203787,1,11,1,0.88,0.417,0.356,0,0.0997,-7.802,0.297,129.822,4,0.468,spring
Drama,Drama / 絵空,マルシィ,2020-05-31,281321,44,2,1,0.535,0.283,0.683,0,0.109,-4.919,0.0294,94.985,4,0.389,spring
そよ風,そよ風,SHISE,2020-12-26,190909,49,6,1,0.758,0.811,0.365,0.000909,0.12,-8.198,0.0704,77.058,4,0.496,spring
ワスレナグサ,ワスレナグサ,マルシィ,2021-03-01,255339,38,10,1,0.661,0.0302,0.73,0.000105,0.212,-5.505,0.0245,113.996,4,0.732,spring
Buddy,Buddy,HIRAIDAI,2021-05-30,174232,59,6,1,0.786,0.156,0.482,0,0.34,-6.82,0.0477,89.992,4,0.617,spring
題名のない今日,Life Goes On,HIRAIDAI,2021-02-10,193709,64,11,1,0.707,0.2,0.479,0,0.384,-6.088,0.0328,87.012,4,0.633,spring
MIRROR MIRROR,MIRROR MIRROR,HIRAIDAI,2021-07-25,186650,56,11,1,0.595,0.178,0.642,0,0.091,-4.895,0.0544,157.674,4,0.562,spring
ブルーベリー・ナイツ,hope,Macaroni Empitsu,2020-04-01,244869,66,5,1,0.66,0.278,0.865,0,0.0931,-3.642,0.0277,106.008,4,0.772,spring
シャッター,シャッター,Yuuri,2021-07-07,247333,64,5,1,0.606,0.511,0.525,0,0.33,-7.432,0.0356,74.979,4,0.665,spring
青春病,青春病,Fujii Kaze,2020-10-30,321112,54,1,1,0.665,0.141,0.809,0.0000806,0.322,-6.518,0.0443,108.04,4,0.627,spring
YOKAZE,ZURUMUKE,HENTAI SHINSHI CLUB,2021-06-16,269547,68,10,1,0.642,0.293,0.587,0,0.0784,-5.53,0.0268,89.96,4,0.361,spring
君の太陽,あいことば7,Yamazaru,2020-03-10,233441,52,11,1,0.588,0.226,0.733,0,0.108,-4.128,0.0303,94.978,4,0.6,spring
絵空,Drama / 絵空,マルシィ,2020-05-31,289819,53,4,1,0.39,0.167,0.636,0,0.0586,-5.387,0.0344,161.944,4,0.196,spring
彗星と街,彗星と街,Mel,2020-11-22,200727,50,6,1,0.606,0.228,0.58,0,0.137,-7.331,0.216,75.968,4,0.798,spring
ピリオド,ピリオド,マルシィ,2022-02-23,223080,43,3,1,0.453,0.0543,0.736,0,0.117,-3.316,0.0278,151.93,4,0.525,spring
また君と,また君と,JAY'ED,2014-11-12,248520,58,2,1,0.674,0.586,0.657,0,0.112,-4.76,0.0285,95.034,4,0.351,spring
Uとピュア,この掌がまだ君を覚えている,moon drop,2022-01-19,248066,47,10,1,0.226,0.0761,0.557,0,0.0989,-5.552,0.0324,175.418,4,0.391,spring
ハート,ハート,Aimyon,2021-10-20,271280,64,6,1,0.661,0.543,0.448,0,0.0818,-5.761,0.0522,78.114,4,0.299,spring
交差点,極夜において月は語らず,あたらよ,2022-03-23,269312,38,0,1,0.649,0.106,0.728,0,0.239,-5.356,0.0805,133.064,4,0.665,spring
夏霞,夜明け前,あたらよ,2021-10-04,228792,51,7,1,0.535,0.0532,0.713,0,0.0983,-3.992,0.0288,100.897,4,0.366,spring
戦争を知らない大人たち,時代をあつめて,My Hair is Bad,2016-05-11,263480,35,1,1,0.323,0.0107,0.831,0,0.384,-4.029,0.254,204.152,4,0.489,spring
味方,love,My Hair is Bad,2020-12-23,278266,43,3,1,0.475,0.0359,0.763,0,0.0579,-4.673,0.0441,171.225,4,0.457,spring
今年の桜,The BEST 2008-2014「MONUMENT」,flumpool,2014-05-21,294626,11,8,1,0.505,0.00653,0.826,0,0.0694,-5.78,0.0397,138.117,4,0.683,spring
春風,Familia,sumika,2017-07-12,193533,36,3,1,0.559,0.141,0.924,0,0.161,-1.672,0.0544,98.484,4,0.721,spring
春の嵐,CHOSYOKU,Macaroni Empitsu,2017-12-07,260511,36,7,1,0.534,0.321,0.471,0,0.084,-4.212,0.0295,153.94,4,0.617,spring
春の嵐,HOUSE,yonige,2018-10-03,268033,27,11,1,0.483,0.0356,0.664,0,0.199,-6.517,0.0298,169.971,4,0.482,spring
さよならの季節,SHISHAMO 2,SHISHAMO,2015-03-04,346626,28,7,1,0.608,0.00128,0.743,0.00000446,0.118,-4.27,0.0279,127.959,4,0.515,spring
僕らまた,僕らまた,SG,2021-04-04,197307,66,10,1,0.679,0.713,0.298,0,0.0917,-13.374,0.168,77.91,4,0.698,spring
センチメンタル・キス - Acoustic ver.,センチメンタル・キス (Acoustic ver.),汐れいら,2022-03-14,326103,58,6,1,0.696,0.725,0.327,0,0.0965,-6.041,0.0265,76.984,4,0.394,spring
ビーボーイ,ビーボーイ,汐れいら,2022-02-09,181537,35,5,1,0.544,0.0139,0.834,0,0.0931,-3.886,0.065,98.912,4,0.52,spring
さよならCITY,さよならCITY,汐れいら,2021-09-15,239982,25,6,0,0.654,0.12,0.743,0,0.152,-5.66,0.0367,131.916,4,0.411,spring
最低最悪,最低最悪,マルシィ,2022-03-23,175616,46,8,1,0.528,0.0085,0.895,0,0.396,-2.853,0.0411,137.95,3,0.533,spring
星が泳ぐ,星が泳ぐ,Macaroni Empitsu,2022-04-15,239078,57,0,1,0.566,0.0265,0.743,0,0.329,-5.377,0.0361,94.973,4,0.649,spring
うるうびと,余命10年 (Original Soundtrack),RADWIMPS,2022-03-04,318880,63,11,1,0.489,0.401,0.522,0,0.238,-5.291,0.0306,78.035,4,0.43,spring
ばかまじめ,ばかまじめ,Creepy Nuts,2022-03-20,172366,64,10,0,0.61,0.194,0.938,0,0.518,-3.592,0.0525,90.949,4,0.802,spring
ナイトダイバー,ナイトダイバー,LUCKY TAPES,2022-03-09,228900,30,9,1,0.71,0.523,0.568,0.00000186,0.313,-6.114,0.0363,99.984,4,0.576,spring
勿忘雨,勿忘雨,上野大樹,2020-06-24,239117,28,10,1,0.773,0.568,0.538,0.0000183,0.106,-9.661,0.164,84.989,4,0.47,spring
て,瀬と瀬,上野大樹,2020-12-02,146067,55,8,1,0.586,0.838,0.224,0,0.201,-11.951,0.0722,147.474,4,0.355,spring
RAIN,Lip,SEKAI NO OWARI,2019-02-27,310293,50,8,1,0.527,0.205,0.742,0.000001,0.303,-3.857,0.0265,97.972,4,0.494,spring
Rain,FEEL GOOD,SIRUP,2019-05-29,241946,40,5,0,0.789,0.284,0.655,0,0.11,-5.663,0.149,111.986,4,0.799,spring
Family Song,Family Song,Gen Hoshino,2017-08-16,324000,52,7,1,0.532,0.0618,0.714,0,0.346,-4.556,0.0372,165.849,4,0.766,spring
life hack,strobo,Vaundy,2020-05-27,226443,0,11,0,0.711,0.0233,0.655,0.00045,0.115,-5.987,0.047,90.981,4,0.759,spring
泡沫花火,泡沫花火,KAMI WA SAIKORO WO FURANAI,2020-07-17,279573,37,10,1,0.548,0.137,0.4,0,0.134,-6.954,0.0265,74.994,4,0.282,spring
PAINT,PAINT,I Don't Like Mondays.,2022-01-09,208405,59,2,1,0.53,0.00823,0.822,0,0.242,-3.299,0.0371,147.025,4,0.513,spring
美しき世界,美しき世界,I Don't Like Mondays.,2021-12-01,181306,46,10,0,0.724,0.00796,0.709,0,0.272,-4.034,0.0557,122.076,4,0.827,spring
MOON NIGHT,Black Humor,I Don't Like Mondays.,2021-08-18,190906,50,11,1,0.869,0.117,0.542,0,0.143,-5.586,0.0362,128.059,4,0.961,spring
音楽のように,音楽のように,I Don't Like Mondays.,2021-09-29,183598,45,1,0,0.701,0.158,0.663,0,0.0586,-5.064,0.0891,98.015,4,0.778,spring
LEMONADE,FUTURE,I Don't Like Mondays.,2019-08-21,229213,46,11,1,0.77,0.0302,0.69,0,0.0634,-5.418,0.034,124.015,4,0.922,spring
Habit,Habit,SEKAI NO OWARI,2022-04-28,253153,76,10,0,0.749,0.203,0.85,0,0.18,-5.39,0.126,117.968,4,0.912,spring
19才,こんな日々が続いても,noxic,2018-02-03,261496,13,0,1,0.628,0.00593,0.934,0.00000259,0.326,-2.989,0.0498,94.993,4,0.707,spring
嫌われる勇気,嫌われる勇気,TENSONG,2022-05-06,273214,42,4,1,0.516,0.0335,0.899,0,0.243,-5.547,0.051,168.028,4,0.855,spring
未来図,未来図,マルシィ,2022-04-27,229586,54,3,1,0.667,0.182,0.554,0,0.0847,-6.898,0.0404,77.983,4,0.654,spring
青い車,CYCLE HIT 1991-1997 Spitz Complete Single Collection,SPITZ,2006-03-25,299080,38,9,1,0.505,0.206,0.912,0.0145,0.0473,-3.892,0.0487,122.087,4,0.487,spring
