,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
309,Hug,TWELVE,Mrs. GREEN APPLE,2016-01-13,192906,54,0,0,0.627,0.165,0.777,0.0,0.243,-4.51,0.0282,112.996,4,0.614,cloudy
310,透過夏,A,Guiano,2021-03-24,193760,38,6,1,0.743,0.17,0.807,3.12e-05,0.0834,-6.25,0.0351,117.964,4,0.703,cloudy
311,Speaking,TWELVE,Mrs. GREEN APPLE,2016-01-13,229240,53,2,1,0.436,0.000166,0.896,0.0,0.0757,-2.15,0.0928,173.015,4,0.771,cloudy
312,桜晴,桜晴,Yuuri,2021-02-19,236000,49,11,1,0.612,0.914,0.334,0.0,0.111,-6.22,0.0297,79.933,4,0.569,cloudy
313,ありのまんまが愛しい君へ,ありのまんまが愛しい君へ,DISH//,2021-09-24,230000,50,9,1,0.592,0.01,0.838,0.0,0.326,-4.142,0.0376,129.065,4,0.377,cloudy
314,怪獣,怪獣,PEOPLE 1,2021-10-01,182726,45,11,0,0.661,0.00366,0.886,0.0113,0.353,-4.293,0.101,127.964,4,0.877,cloudy
315,再生,ギター,Humbreaders,2021-11-24,181760,41,2,1,0.478,0.00381,0.842,0.0,0.433,-3.342,0.0613,153.908,4,0.698,cloudy
316,ズルい幻,ズルい幻,Meychan,2022-02-08,233949,44,8,1,0.668,0.0137,0.87,0.0,0.143,-2.941,0.0643,118.987,4,0.823,cloudy
317,みどりの雨避け,Editorial,Official HIGE DANdism,2021-08-18,238266,45,5,1,0.583,0.289,0.458,0.00133,0.115,-11.544,0.0256,96.011,4,0.527,cloudy
318,ハッピーエンドへの期待は,ハッピーエンドへの期待は,Macaroni Empitsu,2021-12-22,212569,49,4,1,0.393,0.0346,0.8,0.0,0.219,-4.247,0.0968,148.182,4,0.496,cloudy
319,アゲハ蝶,PORNO GRAFFITTI BEST BLUE'S,PornoGraffitti,2004-07-28,280506,56,9,0,0.718,0.218,0.98,4.26e-06,0.301,-3.826,0.0491,115.989,4,0.925,cloudy
320,ノーダウト,エスカパレード,Official HIGE DANdism,2018-04-11,202394,64,2,1,0.574,0.0585,0.936,0.0,0.336,-3.185,0.0701,149.954,4,0.792,cloudy
321,サウダージ,PORNOGRAFFITTI 15th Anniversary “ALL TIME SINGLES”,PornoGraffitti,2013-11-20,261920,41,4,0,0.598,0.0438,0.956,0.0,0.323,-4.17,0.0881,120.028,4,0.638,cloudy
322,ホワイトアウト,my,reGretGirl,2017-12-13,211706,55,2,1,0.452,0.0217,0.955,0.0,0.0886,-2.012,0.0666,187.046,4,0.816,cloudy
323,IKIJIBIKI,ANTI ANTI GENERATION,RADWIMPS,2018-12-12,229733,47,8,1,0.382,4.46e-05,0.991,0.0,0.232,-2.623,0.0924,175.992,4,0.513,cloudy
324,StaRt,はじめてのMrs. GREEN APPLE,Mrs. GREEN APPLE,2017-07-18,213426,52,11,1,0.426,0.0203,0.957,2.51e-06,0.089,-1.444,0.0823,189.987,4,0.702,cloudy
325,ツキマシテハ,In the Morning,Mrs. GREEN APPLE,2016-11-02,205760,49,7,0,0.389,0.025,0.954,1.56e-06,0.29,-1.22,0.063,190.005,4,0.643,cloudy
326,拝啓 Sweet Lovin',拝啓 Sweet Lovin',ソウルズ,2020-06-15,228960,30,4,1,0.626,0.014,0.851,0.0,0.296,-5.067,0.0445,104.946,4,0.739,cloudy
327,Crayon,Crayon,ZOT on the WAVE,2022-02-04,176680,64,8,1,0.791,0.157,0.859,3.71e-06,0.446,-4.524,0.0448,140.017,4,0.946,cloudy
328,愛を伝えたいだとか,青春のエキサイトメント,Aimyon,2017-09-12,235240,65,2,1,0.673,0.0345,0.85,1.14e-05,0.0943,-5.021,0.0337,100.008,4,0.793,cloudy
329,分かってないよ,分かってないよ,WurtS,2021-05-05,209037,57,2,1,0.429,0.000219,0.919,0.000143,0.347,-4.087,0.0681,149.971,4,0.527,cloudy
330,愛彌々,愛彌々,MONGOL800,2022-06-03,308809,55,0,1,0.319,0.00787,0.875,0.0,0.299,-3.473,0.0819,84.57,4,0.584,cloudy
331,ダンスホール,ダンスホール,Mrs. GREEN APPLE,2022-05-23,203149,77,7,1,0.736,0.0209,0.695,0.0,0.0517,-3.87,0.0468,109.976,4,0.784,cloudy
332,ココロノナカ,ココロノナカ,RADWIMPS,2020-06-03,72026,48,10,1,0.539,0.553,0.764,0.0,0.179,-5.324,0.057,150.105,4,0.535,cloudy
333,オー!リバル,オー!リバル,PornoGraffitti,2015-04-15,295933,35,1,0,0.571,0.18,0.899,6.94e-06,0.162,-3.891,0.0749,129.035,4,0.637,cloudy
334,17さいのうた。,17さいのうた。,『ユイカ』,2022-05-29,309662,51,8,1,0.81,0.821,0.265,4.47e-06,0.183,-8.477,0.0371,119.908,3,0.654,cloudy
335,ハルカ,ハルカ,YOASOBI,2020-12-18,243613,61,1,1,0.712,0.0717,0.817,7.21e-06,0.146,-5.123,0.0279,100.016,4,0.679,cloudy
336,Believe,Believe,ARASHI,2009-03-04,284285,47,11,0,0.58,0.0854,0.968,0.0,0.248,-3.929,0.107,126.018,4,0.56,cloudy
337,ultra soul,B'z The Best “Pleasure II”,B'z,2005-11-30,219943,52,1,0,0.585,0.0027,0.972,0.133,0.323,-4.33,0.0572,126.559,4,0.706,cloudy
338,花唄,歌うたいが歌うたいに来て 歌うたえと言うが 歌うたいが歌うたうだけうたい切れば 歌うたうけれども 歌うたいだけ 歌うたい切れないから 歌うたわぬ!?,GReeeeN,2012-01-01,233640,50,0,1,0.395,0.0166,0.98,0.0,0.0751,-2.643,0.0811,194.936,4,0.506,cloudy
339,I'm a mess,告白,MY FIRST STORY,2021-07-14,249480,59,6,0,0.515,0.0148,0.939,0.0,0.312,-4.046,0.0837,130.039,4,0.676,cloudy
340,Folktale,Attitude,Mrs. GREEN APPLE,2019-10-01,267293,49,2,1,0.647,0.0322,0.874,0.000331,0.0798,-4.239,0.0266,98.981,4,0.804,cloudy
341,エジソン,招き猫 / エジソン,WEDNESDAY CAMPANELLA,2022-02-25,193510,60,1,0,0.838,0.0195,0.729,0.0089,0.101,-5.733,0.0802,129.999,4,0.619,cloudy
342,X day,夜に魔法をかけられて,indigo la End,2013-02-06,227546,0,7,1,0.526,0.0014,0.877,0.011,0.168,-6.503,0.0345,157.878,4,0.861,cloudy
343,想いきり,Crying End Roll,indigo la End,2017-07-12,197040,55,9,1,0.466,0.000206,0.897,0.253,0.351,-2.989,0.0403,159.988,4,0.802,cloudy
344,アリスは突然に,あの街レコード,indigo la End,2014-04-02,312600,22,10,1,0.47,0.000985,0.629,0.00177,0.0817,-5.11,0.0303,161.763,4,0.53,cloudy
345,the tokyo tower,the Radio,Regal Lily,2017-07-05,279200,0,4,1,0.561,0.0187,0.733,1.27e-05,0.182,-3.634,0.0351,130.008,4,0.385,cloudy
346,YUMEGIWA LAST BOY,HIGHVISION,Supercar,2002-04-24,252000,0,7,1,0.525,0.0114,0.959,0.105,0.121,-6.17,0.0439,135.323,4,0.141,cloudy
347,Speed of flow,Speed of flow,ロデオキャブレター,2008-02-14,230040,0,0,0,0.251,0.00348,0.945,3.88e-05,0.0891,-2.335,0.116,138.887,4,0.128,cloudy
348,憂、燦々,吹き零れる程のI、哀、愛,Creep Hyp,2013-07-24,250911,55,7,1,0.582,0.00167,0.829,0.0,0.0963,-3.713,0.0284,109.99,4,0.835,cloudy
349,Call It What You Want,reputation,Taylor Swift,2017-11-10,203506,0,9,1,0.598,0.186,0.504,0.000221,0.34,-9.874,0.0731,163.954,4,0.252,cloudy
350,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2015-11-05,217706,57,1,0,0.728,0.621,0.563,0.0,0.179,-8.053,0.134,100.017,4,0.352,cloudy
351,Royals,Pure Heroine,Lorde,2013-09-27,190185,80,7,1,0.674,0.121,0.428,0.0,0.132,-9.504,0.122,84.878,4,0.337,cloudy
352,Team,Pure Heroine,Lorde,2013-09-27,193058,78,6,1,0.69,0.167,0.578,0.0,0.305,-7.436,0.0929,99.961,4,0.416,cloudy
353,Tennis Court,Pure Heroine,Lorde,2013-09-27,198907,68,0,1,0.764,0.0126,0.567,9.51e-05,0.257,-8.585,0.0609,89.988,4,0.428,cloudy
354,"thank u, next","thank u, next",Ariana Grande,2019-02-08,207320,83,1,1,0.717,0.229,0.653,0.0,0.101,-5.634,0.0658,106.966,4,0.412,cloudy
355,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,2017-03-16,212459,75,0,0,0.707,0.259,0.629,1.6e-05,0.138,-4.581,0.0563,122.863,4,0.457,cloudy
356,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,73,11,1,0.799,0.162,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4,0.549,cloudy
357,I Like Me Better,I met you when I was 18. (the playlist),Lauv,2018-05-31,197436,83,9,1,0.752,0.535,0.505,2.55e-06,0.104,-7.621,0.253,91.97,4,0.419,cloudy
358,Never Not,I met you when I was 18. (the playlist),Lauv,2018-05-31,208000,74,5,1,0.47,0.693,0.221,0.0,0.104,-9.243,0.0371,133.714,4,0.264,cloudy
359,Like 1999,Last Birthday,Valley,2021-10-01,144742,70,7,1,0.733,0.132,0.382,0.0,0.162,-7.955,0.0459,98.027,4,0.517,cloudy
360,Oh shit…are we in love?,Last Birthday,Valley,2021-10-01,155384,66,6,1,0.697,0.0576,0.515,1.81e-06,0.294,-6.335,0.0502,95.086,4,0.37,cloudy
361,Smokin Out The Window,Smokin Out The Window,Bruno Mars,2021-11-05,197442,21,2,1,0.627,0.0558,0.618,0.0,0.351,-8.529,0.0437,82.03,4,0.848,cloudy
362,FRIENDS,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,202620,0,9,0,0.626,0.205,0.88,0.0,0.128,-2.384,0.0504,95.079,4,0.534,cloudy
363,Honey,Honey,Kehlani,2017-10-06,199209,68,3,1,0.606,0.772,0.24,0.0,0.0819,-7.102,0.0369,96.792,4,0.526,cloudy
364,Roses,Roses,The Chainsmokers,2015-06-16,226738,74,4,1,0.713,0.0435,0.802,0.00377,0.309,-7.055,0.0561,100.001,4,0.343,cloudy
365,Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,80,11,1,0.532,0.157,0.869,0.00508,0.136,-5.094,0.172,159.803,4,0.422,cloudy
366,This Feeling,Sick Boy,The Chainsmokers,2018-12-14,197946,74,1,1,0.575,0.0558,0.571,0.0,0.0912,-7.906,0.0439,105.049,4,0.449,cloudy
367,Suffer,Nine Track Mind,Charlie Puth,2016-01-29,210680,56,3,0,0.58,0.75,0.443,0.0,0.0742,-7.323,0.0498,175.938,3,0.576,cloudy
368,Glory And Gore,Pure Heroine,Lorde,2013-09-27,210737,64,1,1,0.689,0.285,0.377,0.0,0.268,-8.761,0.0397,143.946,4,0.294,cloudy
369,Meant to Be (feat. Florida Georgia Line),Expectations,Bebe Rexha,2018-06-22,164205,73,10,1,0.642,0.0476,0.772,0.0,0.0646,-6.61,0.0848,153.995,4,0.589,cloudy
370,Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Various Artists,2018-12-14,158040,84,2,1,0.76,0.556,0.479,0.0,0.0703,-5.574,0.0466,89.911,4,0.913,cloudy
371,Riptide,Dream Your Life Away,Vance Joy,2014-09-08,204280,83,1,1,0.484,0.431,0.731,0.0,0.151,-6.694,0.0379,101.654,4,0.51,cloudy
372,Forever,Days Are Gone,HAIM,2013-09-30,245306,47,0,1,0.773,0.145,0.867,0.000333,0.105,-4.595,0.0603,117.984,4,0.592,cloudy
373,旅路,旅路,Fujii Kaze,2021-03-01,277333,55,9,1,0.59,0.0711,0.556,3.24e-06,0.08,-7.124,0.07,171.936,4,0.749,cloudy
374,華奢なリップ (feat. ちゃんみな),ジェニースター,Genie High,2021-09-01,268751,47,2,0,0.607,0.0934,0.722,0.0,0.285,-5.067,0.0335,125.061,4,0.499,cloudy
375,不便な可愛げ feat. アイナ・ジ・エンド(BiSH),ジェニーハイストーリー,Genie High,2019-11-27,243320,41,1,0,0.715,0.291,0.763,0.0,0.131,-4.2,0.0427,135.964,4,0.318,cloudy
376,クロノスタシス,フェイクワールドワンダーランド,Kinokoteikoku,2014-10-29,227813,54,1,1,0.463,0.0278,0.755,0.00763,0.129,-5.836,0.0281,83.873,4,0.696,cloudy
377,金木犀の夜,タイム・ラプス,Kinokoteikoku,2018-09-12,245080,57,2,1,0.661,0.157,0.609,0.0011,0.106,-6.978,0.0281,125.961,4,0.489,cloudy
378,やさしい気持ち (しあわせ Version),Junior Sweet,Chara,1997,243266,47,11,1,0.488,0.355,0.837,2.85e-06,0.27,-7.759,0.0308,93.442,4,0.424,cloudy
379,Ca Va?,Devil,Vickeblanka,2020-03-04,248186,36,4,1,0.737,0.0476,0.886,2.15e-06,0.0661,-5.449,0.0698,111.022,4,0.375,cloudy
380,アイスクリーム シンドローム,SUKIMASWITCH Anime Songs,Sukima Switch,2021-09-30,294506,17,0,1,0.652,0.0792,0.818,0.0,0.0859,-4.723,0.0276,113.024,4,0.353,cloudy
381,Waiting On the World to Change,Continuum,John Mayer,2006-09-11,201173,74,2,1,0.578,0.157,0.756,0.000232,0.249,-5.82,0.115,176.739,4,0.663,cloudy
382,imagine,Imagine,Ben Platt,2021-04-23,164202,66,1,1,0.542,0.0421,0.412,2.03e-06,0.0884,-6.822,0.0411,130.203,5,0.284,cloudy
383,The Bones,GIRL,Maren Morris,2019-03-08,197293,76,11,0,0.612,0.278,0.57,0.0,0.0963,-6.642,0.0347,77.004,4,0.334,cloudy
384,Butterflies,Butterflies,MAX,2021-06-25,191250,77,11,1,0.7,0.385,0.613,0.0,0.0887,-4.041,0.0408,88.084,4,0.42,cloudy
385,human,human,Christina Perri,2013-11-18,250706,61,8,1,0.439,0.132,0.489,0.000643,0.114,-6.286,0.0368,143.808,4,0.253,cloudy
386,Home,Home,Phillip Phillips,2012-01-01,209226,0,0,1,0.592,0.0215,0.792,0.0,0.159,-5.884,0.0335,121.001,4,0.293,cloudy
387,Elastic Heart,1000 Forms Of Fear,Sia,2014-07-04,257200,76,9,1,0.421,0.0117,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4,0.499,cloudy
388,白色のコンバース,アイデンティティクライシス,Karin.,2019-08-07,253880,11,9,1,0.492,0.0035,0.765,0.0111,0.142,-2.748,0.0335,110.0,4,0.627,cloudy
389,Burn,Burn,The Temper Trap,2016-05-20,209240,0,9,1,0.556,0.00581,0.837,9.14e-05,0.0608,-4.999,0.0311,128.365,4,0.272,cloudy
390,Take It Out On Me,Friends,White Lies,2016-10-07,230506,0,2,1,0.482,0.00303,0.861,2.76e-06,0.139,-6.184,0.0436,169.918,4,0.51,cloudy
391,Heartbeat,Puzzle,Tahiti 80,1999,206600,38,2,1,0.611,0.000198,0.736,0.0,0.147,-6.67,0.0316,109.04,4,0.581,cloudy
392,City Song,Just The Beginning,Grace VanderWaal,2017-11-03,201480,41,1,0,0.545,0.194,0.563,0.0,0.306,-5.874,0.0556,99.847,4,0.332,cloudy
393,"Leave (Get Out) - Recorded at Metropolis Studios, London",Spotify Singles,Anne-Marie,2018-05-30,195920,50,2,0,0.484,0.853,0.381,0.0,0.119,-6.815,0.0541,169.506,4,0.644,cloudy
394,Don't Matter - Recorded at Spotify Studios NYC,Spotify Singles,Lauv,2017-07-19,189725,54,10,1,0.573,0.322,0.333,0.0,0.076,-10.763,0.406,75.919,4,0.397,cloudy
395,もうええわ,HELP EVER HURT NEVER,Fujii Kaze,2020-05-20,301933,59,9,1,0.624,0.43,0.585,0.0,0.357,-7.969,0.0593,81.956,4,0.296,cloudy
396,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,90,0,1,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0.557,cloudy
397,Fresh Eyes - Recorded at Spotify Studios NYC,Spotify Singles,Andy Grammer,2017-03-01,196127,0,7,1,0.792,0.424,0.508,0.0,0.353,-8.549,0.0402,122.085,4,0.403,cloudy
398,Bitter Sweet Symphony,Urban Hymns,The Verve,1997-09-29,358426,0,9,1,0.389,0.0415,0.889,0.0,0.463,-6.546,0.0442,171.121,4,0.524,cloudy
399,Dear Life,Colors,Beck,2017-10-13,224237,45,1,1,0.511,0.0026,0.672,0.00688,0.254,-5.44,0.0279,165.997,4,0.553,cloudy
400,Seven Nights Seven Days,We Need Medicine,The Fratellis,2013-10-07,205453,33,0,1,0.54,0.000515,0.932,0.0,0.324,-5.227,0.0393,117.968,4,0.658,cloudy
401,Love on the Weekend,Love on the Weekend,John Mayer,2016-11-17,212626,62,7,1,0.729,0.547,0.546,0.00287,0.0651,-9.305,0.0285,119.941,4,0.406,cloudy
402,In The Night,Beauty Behind The Madness,The Weeknd,2015-08-28,235653,76,7,1,0.505,0.0796,0.68,0.0,0.0465,-4.993,0.0714,168.022,3,0.539,cloudy
403,All Right,All Right,Cisco Adler,2018-10-05,193226,42,7,1,0.74,0.3,0.497,1.63e-06,0.15,-6.944,0.0345,116.47,4,0.407,cloudy
404,Strong Enough,Tuesday Night Music Club (Deluxe Edition),Sheryl Crow,1993-08-03,189986,31,2,1,0.585,0.768,0.276,8.27e-05,0.11,-15.175,0.0319,154.593,3,0.591,cloudy
405,Hope,Sleep Through The Static,Jack Johnson,2008,222240,56,9,0,0.676,0.676,0.576,1.12e-06,0.0974,-6.385,0.106,172.907,4,0.587,cloudy
406,Flamingo,Flamingo,Kero Kero Bonito,2014-09-23,197528,57,8,1,0.788,0.313,0.49,0.0,0.0968,-6.287,0.511,177.865,4,0.79,cloudy
407,Stained,Handmade Songs By Tori Kelly,Tori Kelly,2012,221059,36,4,0,0.682,0.832,0.341,0.0,0.0772,-7.031,0.0774,90.073,4,0.605,cloudy
408,Confetti (Remastered),Handmade Songs By Tori Kelly,Tori Kelly,2012,238457,40,0,1,0.632,0.677,0.384,0.0,0.0839,-7.524,0.116,89.549,4,0.365,cloudy
409,Eyelashes,Handmade Songs By Tori Kelly,Tori Kelly,2012,266158,33,6,1,0.604,0.467,0.552,0.0,0.215,-5.225,0.0304,89.711,4,0.221,cloudy
410,Honeymoon Avenue,Yours Truly,Ariana Grande,2013-01-01,339733,61,8,0,0.692,0.218,0.608,0.0,0.348,-5.233,0.041,125.005,4,0.448,cloudy
411,What Do I Know?,÷ (Deluxe),Ed Sheeran,2017-03-03,237333,68,1,0,0.838,0.251,0.492,0.0,0.262,-5.69,0.038,115.092,4,0.895,cloudy
412,カブトムシ,カブトムシ,aiko,1999-11-17,313066,61,0,0,0.5,0.111,0.475,0.0,0.28,-4.834,0.0268,149.096,4,0.255,cloudy
413,They Don't Know About Us,Take Me Home: Yearbook Edition,One Direction,2012-11-09,201693,0,0,1,0.512,0.135,0.754,0.0,0.0881,-6.031,0.0549,147.89,4,0.336,cloudy
414,In Common,In Common,Alicia Keys,2016-05-04,209050,52,8,1,0.647,0.0182,0.679,0.0,0.0413,-7.092,0.0826,120.138,4,0.302,cloudy
415,My Type,Memories...Do Not Open,The Chainsmokers,2017-04-07,217413,55,7,0,0.604,0.0357,0.603,0.0,0.126,-6.324,0.0389,94.989,4,0.15,cloudy
416,Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,74,2,1,0.653,0.0215,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4,0.219,cloudy
417,Never Be the Same,Camila,Camila Cabello,2018-01-12,226973,74,0,1,0.637,0.181,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,0.243,cloudy
418,Wildest Dreams,1989,Taylor Swift,2014-10-27,220440,74,8,1,0.554,0.0702,0.666,0.00593,0.106,-7.414,0.0747,140.056,4,0.472,cloudy
419,Forever,Days Are Gone (Deluxe Edition),HAIM,2013-01-01,245800,47,0,1,0.773,0.145,0.867,0.000339,0.105,-4.595,0.0634,118.008,4,0.586,cloudy
420,The Wire,Days Are Gone (Deluxe Edition),HAIM,2013-01-01,245800,60,2,1,0.548,0.0126,0.632,4.95e-06,0.0769,-5.569,0.145,113.682,4,0.535,cloudy
421,Don't Wanna Know,Red Pill Blues (Deluxe),Maroon 5,2017-11-03,214265,0,7,1,0.771,0.34,0.622,0.0,0.0984,-6.156,0.0802,100.084,4,0.432,cloudy
422,Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,247626,76,11,0,0.607,0.0306,0.649,2.46e-05,0.174,-6.695,0.0362,102.996,4,0.505,cloudy
423,恋は目を閉じて,Secret Garden,Chara,2015-03-04,249560,0,0,1,0.511,0.676,0.513,0.0617,0.128,-8.847,0.0274,137.982,4,0.357,cloudy
424,WINDING ROAD,ALL SINGLES BEST 2,KOBUKURO,2007-06-13,298066,53,5,1,0.411,0.19,0.674,0.0,0.189,-4.684,0.112,175.665,4,0.545,cloudy
425,Steal My Girl,FOUR (Deluxe),One Direction,2014-11-17,228133,81,10,0,0.536,0.00433,0.768,0.0,0.114,-5.948,0.0347,77.217,4,0.545,cloudy
426,Hey Now,If You Wait (Deluxe Edition),London Grammar,2013-09-09,207461,0,5,1,0.654,0.413,0.282,0.101,0.103,-12.16,0.0351,120.075,4,0.0393,cloudy
427,Without Me,Without Me,Halsey,2018-10-04,201660,79,6,1,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4,0.533,cloudy
428,Strong,If You Wait,London Grammar,2013-09-10,265613,47,10,1,0.57,0.737,0.397,3.54e-05,0.082,-11.091,0.0322,78.013,4,0.297,cloudy
429,Fresh Eyes,Fresh Eyes,Andy Grammer,2016-12-09,198001,50,0,1,0.828,0.548,0.56,3.66e-05,0.15,-6.685,0.0327,122.054,4,0.872,cloudy
430,All I Wanna Do,Tuesday Night Music Club,Sheryl Crow,1993-08-03,272106,70,9,1,0.82,0.111,0.528,0.0186,0.257,-11.179,0.0321,120.091,4,0.931,cloudy
431,Kiss Me,Sixpence None the Richer,Sixpence None The Richer,1997-11-22,208680,79,3,1,0.526,0.023,0.749,1.76e-06,0.0692,-6.964,0.0283,99.982,4,0.421,cloudy
432,Chocolate,The 1975,The 1975,2013-01-01,224640,64,11,1,0.591,0.00391,0.94,0.0,0.383,-4.341,0.0522,100.043,4,0.676,cloudy
433,London Boy,Lover,Taylor Swift,2019-08-23,190240,75,1,1,0.695,0.0246,0.71,0.000104,0.133,-6.639,0.05,157.925,4,0.557,cloudy
434,Another Rainbow,Another Rainbow,Bo Napoleon,2012-05-11,247664,16,11,1,0.489,0.823,0.308,8.06e-06,0.0931,-11.375,0.0311,104.942,4,0.416,cloudy
435,Never Can Decide,Broken Circuit,Anushka,2014-06-30,274093,0,8,1,0.617,0.149,0.568,1.15e-05,0.101,-7.058,0.111,123.917,4,0.37,cloudy
436,Charlemagne,Blossoms,Blossoms,2016-08-05,166791,64,9,0,0.544,0.00327,0.925,0.000399,0.284,-3.828,0.0406,101.984,4,0.789,cloudy
437,Focus,Focus,Jacob Whitesides,2016-07-08,228092,0,10,0,0.605,0.0875,0.792,1.03e-06,0.0943,-4.822,0.0439,115.985,4,0.245,cloudy
438,Start It Up,Ziggy Marley,Ziggy Marley,2016-06-24,201800,24,2,1,0.659,0.157,0.798,0.0,0.173,-2.953,0.0648,180.146,4,0.929,cloudy
439,Butterflys (feat. Fiji & Siaosi),Butterflys (feat. Fiji & Siaosi),Trey Smoov,2012-06-20,249046,28,0,1,0.64,0.252,0.639,0.0,0.694,-6.355,0.0348,154.699,4,0.944,cloudy
440,Someone That Loves You,Someone That Loves You,HONNE,2016-04-08,244958,35,6,0,0.531,0.0416,0.728,7.19e-06,0.135,-4.985,0.063,104.978,4,0.418,cloudy
441,Love Me Now,Love Me Now,John Legend,2016-10-07,210306,55,8,1,0.416,0.572,0.773,0.0,0.105,-3.784,0.0949,122.65,4,0.716,cloudy
442,Where the Devil Don't Go,Love Stuff,Elle King,2015-02-13,181493,52,8,1,0.392,0.0186,0.825,2.22e-06,0.0839,-5.515,0.0783,203.833,4,0.489,cloudy
443,Fresh Eyes,The Good Parts,Andy Grammer,2017-12-01,198001,67,0,1,0.828,0.548,0.56,3.66e-05,0.15,-6.685,0.0327,122.054,4,0.872,cloudy
444,Out Of Love,The Pains Of Growing,Alessia Cara,2018-11-30,227693,74,7,1,0.481,0.8,0.267,0.0,0.249,-9.249,0.0339,117.64,3,0.137,cloudy
445,Ribs,Pure Heroine (Extended),Lorde,2013-01-01,258969,2,4,1,0.511,0.534,0.472,0.614,0.11,-9.277,0.091,127.978,4,0.0399,cloudy
446,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,162680,81,2,1,0.773,0.0153,0.47,0.000193,0.0851,-7.93,0.0299,94.995,4,0.399,cloudy
447,Sabotage,Sabotage,Bebe Rexha,2021-04-16,176566,53,8,1,0.562,0.438,0.565,0.0,0.138,-5.111,0.044,89.862,4,0.208,cloudy
448,It's Who We Are,H.O.T,Nulbarich,2018-03-07,302266,36,6,1,0.801,0.0194,0.77,9.08e-05,0.0876,-3.903,0.0448,108.004,4,0.816,cloudy
449,Every Morning,14:59,Sugar Ray,1998-12-23,219866,67,8,1,0.833,0.0834,0.679,0.00258,0.0769,-4.496,0.0365,109.916,4,0.975,cloudy
450,One Thing Right,One Thing Right,Marshmello,2019-06-21,181823,74,4,1,0.659,0.0644,0.625,0.0,0.582,-2.253,0.045,88.042,4,0.442,cloudy
451,BLENDER,BLENDER,5 Seconds of Summer,2022-07-13,147744,69,8,1,0.67,0.0293,0.665,2.19e-05,0.101,-5.47,0.104,161.99,4,0.694,cloudy
452,Softly,Immunity,Clairo,2019-08-02,185306,69,0,0,0.759,0.33,0.436,0.0113,0.102,-11.233,0.0419,94.03,4,0.782,cloudy
453,Jackie Onassis,Jackie Onassis,Sammy Rae & The Friends,2020-06-05,293142,57,1,1,0.477,0.196,0.556,0.0,0.0885,-10.063,0.0613,104.721,4,0.541,cloudy
454,Flatline,Flatline,Orla Gartland,2019-04-05,201203,35,2,1,0.755,0.023,0.852,0.00176,0.0475,-5.666,0.0388,123.969,4,0.919,cloudy
455,Old Me,Betty,Betty Who,2019-02-15,141434,46,4,1,0.723,0.226,0.592,0.0,0.359,-4.495,0.0735,108.058,4,0.76,cloudy
456,Aline,Aline,Therapie TAXI,2018-06-20,186180,53,1,1,0.648,0.294,0.537,1.87e-05,0.0893,-9.019,0.0735,90.027,4,0.224,cloudy
457,Close To Me,The Hook Up Plan (Official Music From The Netflix Original Series),Fred Avril,2019-12-06,190880,45,4,1,0.625,0.287,0.614,0.956,0.0889,-8.907,0.0317,81.996,4,0.55,cloudy
458,Sympathique,Sympathique,Pink Martini,1997,168186,56,5,1,0.571,0.728,0.352,0.0,0.096,-11.946,0.0531,129.443,4,0.775,cloudy
459,Yellow,Yellow,Aka 7even,2021-01-22,175764,0,6,0,0.451,0.0157,0.714,0.0,0.227,-7.313,0.162,125.097,4,0.31,cloudy
460,Living Legend,Living Legend,KOHH,2015-10-09,138776,10,9,1,0.364,0.128,0.86,0.0,0.279,-4.379,0.299,69.641,4,0.346,cloudy
461,カルトボーイ,カルトボーイ,Mom,2020-05-27,138412,5,10,1,0.666,0.016,0.615,0.000341,0.527,-5.205,0.0735,120.003,4,0.234,cloudy
462,Her Favorite feat.okadada,ディスコの神様,tofubeats,2014-04-30,199826,12,7,0,0.801,0.00297,0.518,2.75e-06,0.0499,-5.787,0.048,125.001,4,0.894,cloudy
463,BaNG!!!,"Paradox Live 1st album ""TRAP""",Various Artists,2021-03-31,234253,33,6,0,0.789,0.0748,0.917,0.0,0.0858,-3.735,0.0499,109.988,4,0.675,cloudy
